ID,obs,FAC_sqkm,elev,d_slp20_m,ppt_sum_yr_m_0,ppt_yr_m_0,seg_slope_perc,STRAHLER,SumUpSlpLen_km
1529,Wet,15.7230491638184,254.70246887207,0.006439220846693,777.1015625,3.15574908256531,0.0068603515625,4,53.9124087907644
1530,Wet,7.73909997940064,289.862121582031,0.0041588214734236,757.118774414063,3.1256103515625,0.037506103515625,4,24.7364204397363
1532,Dry,4.0514497756958,354.428833007813,0.0205842701742343,776.714721679688,3.09077882766724,0.0503787686700423,3,16.9544652719311
1533,Dry,33.7664756774902,334.247161865234,0.0140955245846276,775.579345703125,3.13996362686157,0.0180919899138882,4,123.106017035721
1546,Wet,39.0074501037598,319.913299560547,0.0358341249631046,859.32470703125,5.49429655075073,0.0342806955834958,5,158.811139125128
1624,Wet,4.77670001983643,470.488739013672,0.0004852294921875,684.759826660156,0.0414338186383247,-8.544921875e-05,4,24.1373278616352
1625,Wet,5.34579992294312,441.632171630859,0.0152928334910272,699.090087890625,0.0336446613073349,0.0240564770467588,4,25.0857020677903
1626,Wet,6.31409978866577,438.086578369141,0.0350067138671875,715.603759765625,0.432148456573486,0.034674072265625,4,29.534132055465
1627,Wet,3.30642485618591,436.201202392578,0.0560391712947776,703.602233886719,0.23893466591835,0.00814208984375,3,16.7261435646319
1630,Wet,3.38962483406067,437.902679443359,0.0031117186850938,756.423889160156,0.606461048126221,0.0044582599191427,4,20.8046195053514
1631,Wet,5.62362480163574,434.666931152344,0.0342135750758921,704.90576171875,0.635077834129334,0.0072509765625,4,28.7635328944273
1727,Wet,24.0606498718262,389.996917724609,0.0006168707838999,1357.64636230469,2.33328819274902,-0.0082993551060131,5,97.2572392412379
1728,Wet,9.68764972686768,294.140472412109,0.0029933401972848,911.28662109375,2.06882214546204,-0.002752685546875,4,43.1824451255336
1729,Wet,4.33360004425049,225.846389770508,0.0097861610519421,796.474609375,1.58501243591309,-0.0017047557290042,4,19.7092443847143
1730,Dry,3.82550001144409,220.05012512207,0.322845458984375,764.277038574219,1.58916401863098,0.0140472412109375,4,15.0353530462747
1731,Wet,16.4929504394531,249.487197875977,0.0589541385645998,823.083068847656,1.76010048389435,-0.006756591796875,5,86.2288051933969
1735,Wet,18.8767242431641,268.105438232422,0.031940760179474,888.234069824219,2.37799215316772,0.111016282575131,5,91.8645315052834
2352,Wet,0.167674988508224,1143.57458496094,0.139756626778639,524.067810058594,0.0,1.010888671875,1,0.460835613323005
2362,Dry,7.46502494812012,785.638977050781,0.0399701930059746,517.242309570313,0.0,0.031937195935776,4,22.5992434845794
2363,Wet,23.8276500701904,764.076293945313,0.0122915045979851,514.178527832031,0.0,0.02093505859375,5,73.944198770632
